	0	1	2	organism
0	COT2_HUMAN.PEAKS036923.gem.control	4.190834492632671	/home/pavelkrav/wlogauc_datasets/mono/COT2.T.txt	HUMAN
32	COT2_HUMAN.PEAKS036923.gem.control	4.020194960509872	/home/pavelkrav/wlogauc_datasets/mono/COT2.S.txt	HUMAN
33	COT2_HUMAN.PEAKS034670.gem.control	3.9134192936836056	/home/pavelkrav/wlogauc_datasets/mono/COT2.S.txt	HUMAN
2	COT2_HUMAN.PEAKS034670.gem.control	3.7885892522099	/home/pavelkrav/wlogauc_datasets/mono/COT2.T.txt	HUMAN
3	COT2_HUMAN.PEAKS036923.macs.control	3.677784518282994	/home/pavelkrav/wlogauc_datasets/mono/COT2.T.txt	HUMAN
35	COT2_HUMAN.PEAKS034670.macs.control	3.610500347043639	/home/pavelkrav/wlogauc_datasets/mono/COT2.S.txt	HUMAN
36	COT2_HUMAN.PEAKS036923.macs.control	3.5885803707904382	/home/pavelkrav/wlogauc_datasets/mono/COT2.S.txt	HUMAN
5	COT2_HUMAN.PEAKS034025.gem.control	3.5382200532246184	/home/pavelkrav/wlogauc_datasets/mono/COT2.T.txt	HUMAN
7	COT2_HUMAN.PEAKS033942.gem.control	3.480117480749773	/home/pavelkrav/wlogauc_datasets/mono/COT2.T.txt	HUMAN
37	COT2_HUMAN.PEAKS034025.gem.control	3.4380663269060783	/home/pavelkrav/wlogauc_datasets/mono/COT2.S.txt	HUMAN
